map_id,t0,t1,t2,t3,ada_delta_lane_last_minus_0
0,0.0009089263039641082,0.0009241779334843159,0.0009660620125941932,0.0009915211703628302,8.259486639872193e-05
1,0.00016478172619827092,0.00016890819824766368,0.00016850324755068868,0.00016901931667234749,4.237590474076569e-06
2,0.00024179166939575225,0.00024857273092493415,0.000252241239650175,0.0002550100616645068,1.3218392268754542e-05
3,0.00010776461567729712,0.00010782114986795932,0.00010849886893993244,0.00010880525223910809,1.0406365618109703e-06
4,9.695858170744032e-05,9.653755114413798e-05,9.834389493335038e-05,9.994695574278012e-05,2.9883740353398025e-06
5,3.624596865847707e-05,3.665687836473808e-05,3.683383692987263e-05,3.694733095471747e-05,7.013622962404042e-07
6,-0.0069779930636286736,0.0007489045383408666,0.0007463414222002029,0.0007468904368579388,0.007724883500486612
7,0.0009489303338341415,0.0008804098470136523,0.000887711881659925,0.0008658054284751415,-8.312490535899997e-05
8,0.0002546708274167031,0.00026324993814341724,0.0002789432182908058,0.0002894589852076024,3.478815779089928e-05
9,0.00012731293099932373,0.00013623747508972883,0.00013691179628949612,0.00013717872207053006,9.865791071206331e-06
10,0.001644345000386238,0.0016517469193786383,0.0016612507170066237,0.0016485967207700014,4.251720383763313e-06
11,0.00040903507033362985,0.0004157709772698581,0.0004121417587157339,0.0004142319376114756,5.19686727784574e-06
12,0.00024231208954006433,0.00023162532306741923,0.0002398885553702712,0.0002407963329460472,-1.515756594017148e-06
13,0.0011679470771923661,0.0011640681186690927,0.0011800536885857582,0.0011732352431863546,5.288165993988514e-06
14,0.0005634772242046893,0.000490968581289053,0.0004861079214606434,0.0004920787760056555,-7.139844819903374e-05
15,0.0005976088577881455,0.0006070928648114204,0.0006357824895530939,0.0006290828459896147,3.147398820146918e-05
16,0.000295702600851655,0.00028861151076853275,0.00028863694751635194,0.00028810702497139573,-7.5955758802592754e-06
17,0.0005876731011085212,0.0004950072034262121,0.000523583497852087,0.0005251623224467039,-6.251077866181731e-05
18,0.0007210316834971309,0.0006657653138972819,0.0006678103236481547,0.0006676401244476438,-5.3391559049487114e-05
19,-0.055506397038698196,0.0012071001110598445,-0.02854810282588005,0.0006118385936133564,0.05611823499202728
20,5.8959441957995296e-05,6.135339208412915e-05,6.131723785074428e-05,6.131723785074428e-05,2.3577958927489817e-06
21,0.00027299229986965656,0.0002818589855451137,0.000282794120721519,0.0002831913297995925,1.0199029929935932e-05
22,0.0006842788425274193,0.000660611956845969,0.0006825688760727644,0.0006813316140323877,-2.9472284950315952e-06
23,0.00029332051053643227,0.0003113653801847249,0.0003189951821696013,0.00031564824166707695,2.232773113064468e-05
24,4.744573016068898e-05,4.7800782340345904e-05,4.766814527101815e-05,4.8229750973405316e-05,7.840208127163351e-07
25,0.00029422971419990063,0.00032016332261264324,0.00032031527371145785,0.0003199339844286442,2.5704270228743553e-05
26,0.0007825605571269989,0.0007734071114100516,0.0007832174305804074,0.0007551318849436939,-2.7428672183305025e-05
27,0.00019498848996590823,0.00019635874195955694,0.0001991687749978155,0.00020418863277882338,9.200142812915146e-06
28,6.369878246914595e-05,6.435246177716181e-05,6.554937863256782e-05,6.148035754449666e-05,-2.218424924649298e-06
29,0.0004172938351985067,0.0004272734222467989,0.00042494930676184595,0.0004276758118066937,1.038197660818696e-05
30,-0.901755690574646,-0.6373580694198608,-1.048272728919983,-0.5333331227302551,0.36842256784439087
31,0.001116110710427165,0.0009432865190319717,0.0009237806079909205,0.0009213751181960106,-0.00019473559223115444
32,0.00016247012536041439,0.00017266906797885895,0.00018301460659131408,0.00018662415095604956,2.4154025595635176e-05
33,0.0010449473047628999,0.0010367719223722816,0.0010278407717123628,0.0010121302912011743,-3.2817013561725616e-05
34,-0.002658282173797488,-0.0009182064677588642,0.00034823379246518016,0.00043270146124996245,0.003090983722358942
35,0.000693749519996345,0.0007339761359617114,0.0007511811563745141,0.0007581734098494053,6.442388985306025e-05
36,0.0016892325365915895,0.001682198024354875,0.001652238192036748,0.001637041219510138,-5.2191317081451416e-05
37,0.0003378549008630216,0.0003175094607286155,0.0003138792235404253,0.0003222235827706754,-1.563131809234619e-05
38,9.693608444649726e-05,0.00011027873551938683,0.00011059299868065864,0.00011055656796088442,1.362048351438716e-05
39,0.0002518885594327003,0.0002581356093287468,0.0002602517488412559,0.00026260476442985237,1.071620499715209e-05
40,0.0024346993304789066,0.0024354562629014254,0.0024310466833412647,0.002433324931189418,-1.3743992894887924e-06
41,0.0017836003098636866,0.0016362775349989533,0.0016702724387869239,0.0016774780815467238,-0.00010612222831696272
42,0.0005995584069751203,0.0006058436702005565,0.000610023271292448,0.0006140548503026366,1.4496443327516317e-05
