map_id,t0,t1,t2,t3,ada_delta_collision_last_minus_0
0,-0.10000000149011612,0.0,-0.10000000149011612,-0.10000000149011612,0.0
1,0.0,0.0,-0.30000001192092896,0.0,0.0
2,-1.2999999523162842,-2.4000000953674316,-1.899999976158142,-1.7999999523162842,-0.5
3,0.0,0.0,0.0,0.0,0.0
4,-5.0,-7.0,-1.7000000476837158,0.0,5.0
5,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0
13,0.0,-0.10000000149011612,-0.10000000149011612,0.0,0.0
14,0.0,-0.10000000149011612,0.0,0.0,0.0
15,-0.30000001192092896,0.0,-0.10000000149011612,0.0,0.30000001192092896
16,0.0,0.0,0.0,0.0,0.0
17,-0.20000000298023224,-0.20000000298023224,-0.20000000298023224,0.0,0.20000000298023224
18,0.0,0.0,0.0,0.0,0.0
19,-0.4000000059604645,-0.30000001192092896,0.0,0.0,0.4000000059604645
20,-5.300000190734863,-0.6000000238418579,0.0,0.0,5.300000190734863
21,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0
26,-0.10000000149011612,-1.0,-2.5,-0.6000000238418579,-0.5
27,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0
33,-5.699999809265137,-2.0999999046325684,-0.5,0.0,5.699999809265137
34,-0.20000000298023224,0.0,0.0,0.0,0.20000000298023224
35,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0
39,-2.5,-2.200000047683716,-3.4000000953674316,-2.4000000953674316,0.09999990463256836
40,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0
44,0.0,-0.10000000149011612,0.0,0.0,0.0
45,0.0,0.0,0.0,-0.10000000149011612,-0.10000000149011612
46,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0
49,-1.899999976158142,-2.9000000953674316,-5.400000095367432,-3.0,-1.100000023841858
50,0.0,0.0,0.0,0.0,0.0
51,-1.5,-0.800000011920929,0.0,0.0,1.5
52,-0.10000000149011612,0.0,0.0,0.0,0.10000000149011612
53,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0
56,0.0,-2.299999952316284,-1.7999999523162842,0.0,0.0
57,0.0,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0,0.0
61,0.0,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0,0.0
65,-1.2999999523162842,0.0,0.0,0.0,1.2999999523162842
66,0.0,0.0,0.0,0.0,0.0
67,-5.300000190734863,0.0,-0.8999999761581421,0.0,5.300000190734863
68,0.0,0.0,0.0,0.0,0.0
69,-2.200000047683716,-2.799999952316284,-4.800000190734863,-3.0999999046325684,-0.8999998569488525
70,0.0,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0,0.0
77,0.0,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0,0.0
79,0.0,-0.30000001192092896,0.0,-0.4000000059604645,-0.4000000059604645
80,-1.5,0.0,-0.10000000149011612,-0.30000001192092896,1.2000000476837158
81,0.0,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0,0.0
84,0.0,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,0.0,0.0
86,0.0,0.0,0.0,0.0,0.0
87,0.0,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0,0.0
92,0.0,0.0,0.0,0.0,0.0
93,0.0,0.0,0.0,0.0,0.0
94,0.0,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0,0.0
98,0.0,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0,0.0
101,0.0,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0,0.0
104,0.0,0.0,0.0,0.0,0.0
105,0.0,0.0,0.0,0.0,0.0
106,-1.7000000476837158,0.0,0.0,0.0,1.7000000476837158
107,0.0,0.0,0.0,0.0,0.0
108,0.0,0.0,0.0,0.0,0.0
109,0.0,0.0,0.0,0.0,0.0
110,0.0,0.0,0.0,0.0,0.0
111,-0.4000000059604645,0.0,0.0,-0.10000000149011612,0.30000001192092896
112,-1.2000000476837158,0.0,0.0,-0.10000000149011612,1.100000023841858
